,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
576,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"A villainous character doing something sketchy, then becoming enamoured with something else, and losing his villainy for but a moment",4.0,3.0,2.0,1,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a villainous character doing something sketchy then becoming enamoured with something else and losing his villainy for but a moment,a villainous character doing something sketchy then becoming enamoured with something else and losing his villainy for but a moment,a villainous character doing something sketchy then becoming enamoured with something else and losing his villainy for but a moment,villainous character something sketchy become enamour something else lose villainy moment,villainous character something sketchy become enamour something else lose villainy moment
577,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"a dimly lit jazz bar, filled with people drinking alone ",5.0,5.0,2.0,1,5,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a dimly lit jazz bar filled with people drinking alone,a dimly lit filled with people drinking alone,a dimly lit filled with people drinking alone,dimly lit fill people drink alone,dimly lit fill people drink alone
578,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"a bleak situation, followed by the call to action.",4.0,4.0,4.0,1,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a bleak situation followed by the call to action,a bleak situation followed by the call to action,a bleak situation followed by the call to action,bleak situation follow call action,bleak situation follow call action
579,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"a battle between cyberpunk vampires, set in Japan.",5.0,4.0,3.0,1,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a battle between cyberpunk vampires set in japan,a battle between cyberpunk vampires set in japan,a battle between cyberpunk vampires set in japan,battle cyberpunk vampire set japan,battle cyberpunk vampire set japan
581,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"an ancient eastern beginning, followed by a more progressive path ",4.0,3.0,2.0,1,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,an ancient eastern beginning followed by a more progressive path,an ancient eastern beginning followed by a more progressive path,an ancient eastern beginning followed by a more progressive path,ancient eastern beginning follow progressive path,ancient eastern beginning follow progressive path
582,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"A fighting game, most likely from Japan",5.0,2.0,1.0,4,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a fighting game most likely from japan,a fighting most likely from japan,a fighting most likely from japan,fighting likely japan,fighting likely japan
583,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"It sounds like it's from a 90's or early 2000's era fighting or shooting game, and this is the image that came to mind",5.0,2.0,1.0,3,3,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,it sounds like its from a 90s or early 2000s era fighting or shooting game and this is the image that came to mind,it its from a 90s or early 2000s era fighting or shooting and this is the that came to mind,it sounds like its from a 90s or early 2000s era fighting or shooting and this is the image that came to mind,early era fighting shooting come mind,sound like early era fighting shooting image come mind
584,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,a morose and rueful scene of a person drinking alone in a bar and thinking about a past lover,5.0,5.0,4.0,1,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a morose and rueful scene of a person drinking alone in a bar and thinking about a past lover,a morose and rueful of a person drinking alone in a and about a past lover,a morose and rueful scene of a person drinking alone in a and thinking about a past lover,morose rueful person drink alone past lover,morose rueful scene person drink alone think past lover
585,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,Happy times in Tokyo in the 80's,5.0,4.0,5.0,2,4,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,happy times in tokyo in the 80s,happy times in tokyo in the 80s,happy times in tokyo in the 80s,happy time tokyo,happy time tokyo
587,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"A futuristic bar where people have many cybernetic augmentations, taking foreign drugs ",3.0,2.0,2.0,1,1,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a futuristic bar where people have many cybernetic augmentations taking foreign drugs,a futuristic where people have many cybernetic augmentations taking foreign drugs,a futuristic where people have many cybernetic augmentations taking foreign drugs,futuristic people many cybernetic augmentation take foreign drug,futuristic people many cybernetic augmentation take foreign drug
588,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"shenanigans occuring at a hotel, maybe someone is pulling a prank ",5.0,5.0,5.0,4,3,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,shenanigans occurring at a hotel maybe someone is pulling a prank,shenanigans occurring at a hotel maybe someone is pulling a prank,shenanigans occurring at a hotel maybe someone is pulling a prank,shenanigan occur hotel maybe someone pull prank,shenanigan occur hotel maybe someone pull prank
589,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,"A blues bar, a man is playing the sax deeply while punters are drinking ans listening ",4.0,4.0,3.0,1,5,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,a blues bar a man is playing the sax deeply while punters are drinking ans listening,a blues a man is the sax deeply while punters are drinking ans listening,a blues a man is the sax deeply while punters are drinking ans listening,blue man sax deeply punter drink listen,blue man sax deeply punter drink listen
590,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,65107641138d7e50e2a290d0,clip_context_g1_PROLIFIC_PID_870387.csv,2025-07-01_11h01.02.925,the opening titles for a fightig video game,5.0,2.0,2.0,2,3,True,28,Male,United Kingdom,United Kingdom,English,False,,False,,2,2,I really liked clip 2. If possible please let me know what it is. I couldn't shazam it because I was wearing headphones.,the opening titles for a fighting video game,the opening titles for a fighting,the opening titles for a fighting,opening title fighting,opening title fighting
593,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I could see it more in maybe a store like Hot Topic or Spencer's, as the music in the back.",3.0,5.0,2.0,2,4,True,21,Female,United States,United States,English,False,,False,,3,2,,i could see it more in maybe a store like hot topic or spencers as the music in the back,i could see it more in maybe a store hot topic or spencers as the in the back,i could see it more in maybe a store like hot topic or spencers as the in the back,could see maybe store hot topic spencer back,could see maybe store like hot topic spencer back
595,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I could see it in a video game, but I could also see it in an arcade that offers laser tag.",5.0,4.0,3.0,2,3,True,21,Female,United States,United States,English,False,,False,,3,2,,i could see it in a video game but i could also see it in an arcade that offers laser tag,i could see it in a but i could also see it in an arcade that offers laser tag,i could see it in a but i could also see it in an arcade that offers laser tag,could see could also see arcade offer laser tag,could see could also see arcade offer laser tag
596,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I could also picture this music in an ad, or a small shop in the mall.",4.0,5.0,2.0,1,2,True,21,Female,United States,United States,English,False,,False,,3,2,,i could also picture this music in an ad or a small shop in the mall,i could also this in an ad or a small shop in the mall,i could also picture this in an ad or a small shop in the mall,could also ad small shop mall,could also picture ad small shop mall
598,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,I could tell the prompt was right,5.0,3.0,2.0,1,3,True,21,Female,United States,United States,English,False,,False,,3,2,,i could tell the prompt was right,i could tell the prompt was right,i could tell the prompt was right,could tell prompt right,could tell prompt right
600,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I could feel this music also being one for a video game, similiar to sonic.",5.0,4.0,2.0,1,3,True,21,Female,United States,United States,English,False,,False,,3,2,,i could feel this music also being one for a video game similar to sonic,i could feel this also being one for a similar to sonic,i could feel this also being one for a similar to sonic,could feel also one similar sonic,could feel also one similar sonic
601,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I think this music could be in a movie, like in a cafe scene",5.0,3.0,5.0,2,2,True,21,Female,United States,United States,English,False,,False,,3,2,,i think this music could be in a movie like in a cafe scene,i this could be in a in a cafe,i think this could be in a like in a cafe scene,could cafe,think could like cafe scene
602,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,675aaec58dfc729c338a52eb,clip_context_g1_PROLIFIC_PID_875172.csv,2025-07-01_05h30.17.233,"I could see this music being in a video game, maybe one that has a retro feel",4.0,3.0,4.0,1,3,True,21,Female,United States,United States,English,False,,False,,3,2,,i could see this music being in a video game maybe one that has a retro feel,i could see this being in a maybe one that has a retro feel,i could see this being in a maybe one that has a retro feel,could see maybe one retro feel,could see maybe one retro feel
