,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
377,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,"I imagined being in a lively concert, dancing and singing along under bright lights.",5.0,5.0,1.0,4,5,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
378,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,It actually gives a church vibe. I felt like I was in this church with bright lights streaming through stained glass windows.,5.0,4.0,1.0,4,5,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
379,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,I imagined being alone at home and dancing along the rhythms and beats.,5.0,4.0,1.0,2,5,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
380,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,I imagined a movie scene where the protagonist is chasing after the villain.,5.0,2.0,1.0,4,4,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
381,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,I imagine a movie scene where the actors are in a club with bright lights.,5.0,4.0,5.0,2,5,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
382,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,670348a0446814e5ead1e672,clip_context_g1_PROLIFIC_PID_651027.csv,2025-07-01_06h38.47.044,It was like I was driving through a busy street in the GTA 5 game.,5.0,5.0,1.0,2,5,True,29,Male,United States,United States,English,False,,False,,5,2,"I must say that I really enjoyed participating in this study, loved the great instrumental sounds as they made me entirely engaged throughout the study. Thanks for the opportunity."
384,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"City skylines at night, smoky jazz clubs, New York, Chicago, Steamy back alleyways, people dancing, 70s clubs",5.0,5.0,2.0,1,5,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
385,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,Rainy/stormy windows in a city apartment. A girl feel re-energised and at peace by it,4.0,4.0,5.0,1,4,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
387,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"A movie intro where they show the production company (one that no one has ever heard of or will ever see again as it's been set up for this film alone), and then it runs into the opening scenes of the film",5.0,4.0,3.0,1,1,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
388,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"Dive bar, customers sat at the bar, some on round tables. Many of them alone. A dart board and apool table in the background. Mirrors everywhere, wooden walls. Smokey fog",3.0,4.0,2.0,2,4,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
389,Met_LOW_14,Metal,movie,MOVIE-Met_LOW_14,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,Felt more like a video game wait screen. Something more sci-fi and robotic. Something that's going to suggest shoot-em-ups and police work,4.0,4.0,3.0,1,3,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
391,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"Futuristic cities with flying cars (Futurama esque), at sunset",5.0,5.0,1.0,1,3,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
392,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"My favourite local bar that plays this kind of music. It's a bit grotty, it's open late, it's dimly lit and their carpet. There's a feint smell of BO",5.0,4.0,1.0,3,5,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
393,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,An anime style game where there's dragons and girls with wings,5.0,4.0,5.0,2,2,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
396,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"A classy jazz bar. Performers on a well lit, rounded stage. Musicians in tuxedos and a female singer waiting to sing, wearing a sequinned dress",5.0,4.0,3.0,2,4,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
397,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"I think i've been to this gig, I really recognise the song, even if it was AI perhaps. Dark lights, everyone trailing in black, long hair, leather and candlelight",5.0,1.0,1.0,5,5,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
398,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,"Video games, retro platformers, Maybe boss levels",4.0,4.0,2.0,3,1,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
399,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,5ba22638474398000172c47b,clip_context_g1_PROLIFIC_PID_653643.csv,2025-07-01_10h58.51.031,Cruise liner music. Playing in the afternoon just after people have eaten. Small crowd for how good they are but they're getting paid to play and travel,5.0,4.0,2.0,2,4,True,30,Male,United Kingdom,United Kingdom,English,False,,False,,7,2,
400,Met_MED_20,Metal,video game,VIDEOGAME-Met_MED_20,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine that they were in a car chase and were driving around frantically but in style,5.0,4.0,3.0,3,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
401,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine that it was replaying happy memories of two people's lives as they held each other with tears streaming down their face,5.0,5.0,2.0,4,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
402,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine two people who just got into a serious fight are at their places lying in bed thinking about what they had done as they cry and regret,5.0,3.0,2.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
403,Ele_LOW_09,Electronic,video game,VIDEOGAME-Ele_LOW_09,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine an intense fight going on against a huge boss that they hadn't seen before,4.0,4.0,3.0,4,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
404,80s_MED_08,80s,video game,VIDEOGAME-80s_MED_08,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine a friend group at a beach conversating and having fun with each other,5.0,5.0,3.0,3,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
405,Met_MED_19,Metal,bar ,BAR-Met_MED_19,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine this is either a intense chase scene or another fighting scene with a big boss,5.0,5.0,3.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
406,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine two longing rivals standing across from each other ready for the battle of the century,5.0,5.0,2.0,4,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
407,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine a friend group at a disco nightclub dancing their hearts away after a long day of work,5.0,5.0,3.0,4,5,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
408,Jaz_LOW_21,Jazz,movie,MOVIE-Jaz_LOW_21,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine this playing in a grocery store as a family is walking down an aisle looking for groceries,5.0,5.0,4.0,2,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
409,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine someone getting rejected after they tried helping them out and getting to know the other person for so long and it was very saddening for the person who asked the other out,5.0,5.0,3.0,2,3,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
411,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine this in a 2d pixel game with the main character finally getting to the last boss of the game after so many hard trials,5.0,5.0,4.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
412,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine this playing in a wedding and the bride and the groom is slow-dancing together with other people joining in and enjoying the night,5.0,5.0,4.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
413,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,"I could imagine this playing at a fancy restaurant and a newly wedded couple are sitting across from each other, eating, drinking and talking",5.0,4.0,4.0,4,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
414,Jaz_LOW_19,Jazz,concert ,CONCERT-Jaz_LOW_19,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,I could imagine a jazz group playing this in a bar at night and everyone is dancing their hearts out while drinking,5.0,5.0,4.0,3,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
415,80s_MED_13,80s,movie,MOVIE-80s_MED_13,clip_context_g1,5efb761a9baaf30de2d85f04,clip_context_g1_PROLIFIC_PID_661613.csv,2025-07-01_11h00.49.028,"I could imagine this playing in a comedy, romance movie where it is a love at first sight",5.0,5.0,3.0,4,4,True,23,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,
416,80s_LOW_06,80s,concert ,CONCERT-80s_LOW_06,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,People are dancing at the disco. People perform the soul train on the stage. ,5.0,4.0,3.0,4,4,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
417,Jaz_MED_07,Jazz,video game,VIDEOGAME-Jaz_MED_07,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,People are relaxing at the jazz club. People are watching the band perform.,5.0,5.0,4.0,5,5,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
419,Ele_MED_19,Electronic,movie,MOVIE-Ele_MED_19,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,The music would play during the characters' scenes.,5.0,3.0,3.0,4,5,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
420,Jaz_MED_02,Jazz,bar ,BAR-Jaz_MED_02,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,People would see the poets. People would click their hands after the pause. ,5.0,3.0,3.0,5,5,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
421,Ele_LOW_14,Electronic,bar ,BAR-Ele_LOW_14,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,People listen to electropop at the music festival. DJ would drop the beat.,5.0,4.0,3.0,4,4,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
422,Ele_MED_20,Electronic,concert ,CONCERT-Ele_MED_20,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,The music sounds as if it comes from a video game. ,5.0,5.0,4.0,4,4,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
426,Met_LOW_09,Metal,concert ,CONCERT-Met_LOW_09,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,Heavy metal bands would perform in front of the audience.,5.0,5.0,4.0,4,4,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
427,80s_LOW_02,80s,bar ,BAR-80s_LOW_02,clip_context_g1,655f9bb3070d42d4bc67e866,clip_context_g1_PROLIFIC_PID_675210.csv,2025-07-01_04h33.09.667,Person would use junk box to play the song.,5.0,5.0,3.0,5,5,True,26,Female,United States,United States,English,False,,False,,3,2,I have no comments.
